Number of generations: 20
Total run time: 82 seconds
gen_num, champ_fit, average_fit, std_fit, champ_cppn_con, champ_ann_con, mean_genetic_dist, std_genetic_dist  
0,0.8065191624596362,0.8065191624596365,3.3306690738754696e-16,0,2,0.542713567839196,0.22006091748389484
1,0.8636524362276591,0.8070904951973168,0.005684688963995595,1,3,0.7755443886097153,0.519453415126302
2,0.9036511263638598,0.8144320407032102,0.021582430973524767,1,3,1.6654941373534335,0.3376252483344822
3,1.1379289489514146,0.8475751989693717,0.052924464468569195,1,4,2.091769589680256,1.0743817986252429
4,1.1379289489514146,0.8456402684930258,0.05747565223339197,1,4,2.316074802937046,1.2584031126578525
5,1.1433277755597326,0.8552933528521937,0.0602769689045938,1,2,2.3404689092762507,1.2891606386301961
6,1.1433277755597326,0.8629837160609647,0.06331886243412709,1,2,2.3812096500169906,1.2738698464340288
7,1.1433277755597326,0.8640744244358979,0.0693732230684582,1,2,2.3572293498630548,1.2781392514032626
8,1.1433277755597326,0.8628827788645874,0.06488113784040937,1,2,2.352888529253103,1.271252705014011
9,1.1433277755597326,0.866275325600854,0.06783454115509752,1,2,2.335221591184894,1.27709245115214
10,1.1433277755597326,0.8669977240986861,0.06747970215430034,1,2,2.3130454832289673,1.2418385740931313
11,1.1433277755597326,0.8673429431568408,0.06707909596085097,1,2,2.378285034707055,1.2690191321289868
12,1.1433277755597326,0.8590319469958888,0.06901102752880847,1,2,2.366816623821767,1.2666323391226904
13,1.1433277755597326,0.8730429020624606,0.06555597787720732,1,2,2.3842945417095796,1.275535296888751
14,1.1433277755597326,0.8610715049784049,0.0660989362801428,1,2,2.3820081549439336,1.283714028261556
15,1.1433277755597326,0.8768630806922707,0.07226915960862039,1,2,2.370114362596703,1.2785797806790067
16,1.1433277755597326,0.8647531998811456,0.06883885512358424,1,2,2.35931022765885,1.2744756760611367
17,1.1433277755597326,0.8647975929060098,0.06785849133551515,1,2,2.3592197538129582,1.2521250532328827
18,1.1433277755597326,0.8776741868048591,0.07041753136855777,1,2,2.3456985338664738,1.255496126478209
19,1.145946400011203,0.8660852550091405,0.07428218238875071,1,4,2.3648518790549726,1.2613277814574664
