Number of generations: 20
Total run time: 36 seconds
gen_num, champ_fit, average_fit, std_fit, champ_cppn_con, champ_ann_con, mean_genetic_dist, std_genetic_dist  
0,1.1130480486338634,0.8303885100031969,0.07612349359599603,3,14,1.7226675043301132,0.37386447010449586
1,2.01,0.8801852588441187,0.1425891491765792,4,16,1.714485055461189,0.42150066391247315
2,2.3196189955882422,0.9267008648923025,0.18512423539221048,4,15,1.9089771529913118,0.37753247569258747
3,2.3196189955882422,0.9298988220480567,0.20693827165291934,4,15,1.992496058605211,0.3431680556741491
4,2.3196189955882422,0.9257506166833027,0.20269371310488132,4,15,2.1435975269561767,0.28109314956012016
5,2.3196189955882422,0.9325533236477616,0.2031935573651443,4,15,1.9015815991607947,0.3875858316594478
6,2.3196189955882422,0.9494399944660515,0.24518174560956627,4,15,1.5661534713263443,0.23763343295259787
7,2.3196189955882422,0.9453160649065327,0.22665477013685992,4,15,1.510225328548505,0.26823028094563756
8,2.3196189955882422,0.9502888391538136,0.2301894123849757,4,15,1.3633982348976121,0.2595071718015932
9,2.3196189955882422,0.9422307499572773,0.2591196656812619,4,15,1.340934644954259,0.297178631461014
10,2.538952798195935,0.9534605623760928,0.23494852111599132,4,15,1.3881952008297147,0.3188132627331497
11,2.7103938533349217,0.953704753365803,0.2699147916505319,4,15,1.4031384617694105,0.3467398888137796
12,2.7103938533349217,0.9695432593786324,0.28476980485005776,4,15,1.439035666349798,0.3496581850851032
13,3.1653367806790427,1.002345328707673,0.3615097300007264,4,15,1.552694688218488,0.35095550454222735
14,3.1653367806790427,1.006889411566231,0.3603970844748597,4,15,1.4607854189683274,0.3974719604614226
15,3.1653367806790427,1.029912156264584,0.38942783768790307,4,15,1.5097298415911575,0.33688254258144007
16,4.01,1.0338446463100839,0.4342741092729069,3,14,1.6255629284749458,0.3531196265397048
17,4.01,1.0489479547246228,0.4940739726856217,3,14,1.8183621748135625,0.31731363159014375
18,4.01,1.0731320202119754,0.5117738664469448,3,14,1.6081379521598849,0.2957651384627942
19,4.01,1.0222909689813082,0.47011168598820563,3,14,1.5742212069857668,0.33419833567203844
