Number of generations: 148
Total run time: 3904 seconds
gen_num, champ_fit, average_fit, std_fit, champ_cppn_con, champ_ann_con, mean_genetic_dist, std_genetic_dist  
0,1.304492049590144,0.8139637367189142,0.03862106613959955,1,5,0.26475208766110203,0.14001111500755412
1,2.01,0.8291084246243979,0.09149455332730297,1,5,0.2720040191783287,0.14323777137336113
2,2.4011007858322557,0.8492299853708162,0.15206471513482622,1,5,0.31494976429189536,0.18404743611091487
3,2.4011007858322557,0.8562292975771645,0.16066609309552124,1,5,0.28927203758618675,0.13169371600025764
4,2.4011007858322557,0.8648504500876442,0.1651649864296633,1,5,0.29712262048586324,0.15225677171793967
5,2.4011007858322557,0.8701816567315833,0.1737303034783954,1,5,0.2960598931928469,0.14740529139342987
6,2.4011007858322557,0.8636605936467099,0.17520149960554493,1,5,0.3135762776829131,0.17267967210499632
7,2.4011007858322557,0.8740647011453674,0.19562192587198063,1,5,0.3204861547921563,0.17981883680838587
8,2.4011007858322557,0.8724487567130148,0.21269389823008805,1,5,0.3178540538337208,0.17098777205468163
9,3.2570801697895657,0.8967002438732459,0.26206456092821406,1,5,0.3497385475942934,0.22194493516607317
10,3.2570801697895657,0.8947410096084955,0.2777062401738814,1,5,0.3987573886641606,0.27261951443418275
11,3.2570801697895657,0.9096588674872154,0.2844936067913433,1,5,0.35595647969983785,0.2272838086293457
12,3.2570801697895657,0.9250792863347419,0.3193647484493262,1,5,0.3717671912614606,0.23804053235511655
13,3.2570801697895657,0.924895991473807,0.3141737772712815,1,5,0.3919160320714483,0.26760687983313713
14,3.2570801697895657,0.9314352834304128,0.34126512950076715,1,5,0.3447681202086054,0.22679121312883055
15,3.2570801697895657,0.932976406172729,0.3512344680307508,1,5,0.36083716071605204,0.19171134937431256
16,3.2570801697895657,0.9350506027190384,0.35724087205557337,1,5,0.38851194878054596,0.19859260786172508
17,3.2570801697895657,0.9449904281279974,0.3669989255299224,1,5,0.40123907954081156,0.19778097767854005
18,3.2570801697895657,0.9381460540431302,0.3707026579925723,1,5,0.44884763473422323,0.21173384346142762
19,3.2570801697895657,0.9434509194846725,0.3683732921206932,1,5,0.4231907110132834,0.21808112497037546
20,3.2570801697895657,0.949937532226395,0.3794777203506753,1,5,0.42018323192084056,0.2276023670533149
21,3.2570801697895657,0.9567628341669896,0.3813852300820369,1,5,0.417614123406317,0.211336253418706
22,3.2570801697895657,0.9551003751791944,0.4014617740975429,1,5,0.43108631143723575,0.24231380833499938
23,3.2570801697895657,0.9623676124275005,0.3970563686005866,1,5,0.37661518073284306,0.25244477889079775
24,3.2570801697895657,0.9820276811730237,0.40758137297000724,1,5,0.38254710921943924,0.2722710627407235
25,3.2570801697895657,0.9719459028187621,0.4173977936525188,1,5,0.3693116398321223,0.26728915435048034
26,3.2570801697895657,0.9612026120008841,0.4128726475578082,1,5,0.372537699546269,0.2628781916675488
27,3.2570801697895657,0.9629302907221756,0.40757000754783224,1,5,0.34026971736623396,0.23622197770052836
28,3.2570801697895657,0.9741519039353134,0.4166539857002132,1,5,0.35314475223340874,0.2350658259809879
29,3.2570801697895657,0.9695400829177413,0.41652357196203954,1,5,0.35045554811762514,0.2531820086705977
30,3.2570801697895657,0.9767799239125385,0.4231515172115312,1,5,0.34382068604286475,0.21989771716493145
31,3.2570801697895657,0.962805003708569,0.41428997338799994,1,5,0.3513563015542595,0.23270370350302907
32,3.2570801697895657,0.9668509726027507,0.41567928514374675,1,5,0.37310629692596814,0.24793227253747743
33,3.2570801697895657,0.9767491957384292,0.4159207372037904,1,5,0.35888645392876406,0.25028161620023565
34,3.2570801697895657,0.9622869731637023,0.4145550189283633,1,5,0.35928556003219164,0.22969282119562429
35,3.2570801697895657,0.9703313910846515,0.41567983330313435,1,5,0.37285823384241035,0.25428611282145186
36,3.2570801697895657,0.9812146130536752,0.43210469427114734,1,5,0.35947701284130446,0.23052317611917278
37,3.2570801697895657,0.9671127308352067,0.4219385542123133,1,5,0.3393748438696343,0.21589547220251512
38,3.2570801697895657,0.9705852802595156,0.42576596833970787,1,5,0.3400172100788552,0.2316945488815448
39,3.2570801697895657,0.9721582580113428,0.43930332547394435,1,5,0.35333115895512823,0.24189173534561942
40,3.2570801697895657,0.9696094672099301,0.4246560174018455,1,5,0.3252098562680694,0.20524375858866067
41,3.2570801697895657,0.9666363989946596,0.4266047261997407,1,5,0.30917801339394524,0.18695262067357613
42,3.2570801697895657,0.9698843824341487,0.43252461511574825,1,5,0.33336280653493056,0.22589416537402857
43,3.2570801697895657,0.983195666744507,0.4363485280018237,1,5,0.34380151687980054,0.21491679064258953
44,3.2570801697895657,0.9762576479033841,0.4299159926374739,1,5,0.34269591041571545,0.2179827392032762
45,3.2570801697895657,0.976964944332845,0.43712252519609934,1,5,0.3375760794830785,0.2260367448020167
46,3.2570801697895657,0.9704482614154192,0.43130246351029017,1,5,0.3394079905165252,0.22530714784908
47,3.2570801697895657,0.9829819415299229,0.435433255366196,1,5,0.3165334500307301,0.19363467453449798
48,3.2849417676682138,0.9824581572283025,0.45471076909904573,1,5,0.336444779492206,0.22792890784843872
49,3.2849417676682138,0.985741672233231,0.4583234552590302,1,5,0.3222118151259043,0.19806471412746424
50,3.2849417676682138,0.9773487487414921,0.4624739894559129,1,5,0.3298386866930175,0.20171803679806885
