Number of generations: 97
Total run time: 189 seconds
gen_num, champ_fit, average_fit, std_fit, champ_cppn_con, champ_ann_con, mean_genetic_dist, std_genetic_dist  
0,0.8065191624596362,0.8065191624596365,3.3306690738754696e-16,0,2,0.5326633165829145,0.1846861855873068
1,0.8636482600180054,0.8070904534352202,0.005684273436381588,1,3,1.128984063745021,0.8130214861160576
2,0.8886294211236718,0.8168674490699371,0.023081177606136965,1,4,1.8342789598108722,1.086998297902986
3,0.90615699863396,0.8471528528738662,0.02656003615227339,1,3,1.9525799718460264,1.3272044589357144
4,1.0258352591087538,0.8362466748476279,0.05005865565611569,1,3,1.8892270003239366,1.284693909041715
5,1.1160791712470923,0.8413971117999928,0.05989732839433908,1,3,1.9487427794767227,1.2787771341228635
6,1.3553657340698755,0.8599934147661626,0.08704440918665876,1,5,1.9472414300426626,1.3178339706119393
7,1.3948930685530425,0.8702834769292788,0.12055488175564791,1,4,1.7861274750450002,1.359453290074792
8,2.2841195905413634,0.8955308731370499,0.18013001067421666,1,3,1.7643348060873838,1.3201688058551293
9,2.2841195905413634,0.9236047659731865,0.27770812023215935,1,3,1.6728546945770606,1.264009398533752
10,4.01,0.9410899307704846,0.3906649040326345,1,3,1.6114734995915625,1.2744192915679553
11,4.01,0.9235146850533065,0.4708498649800303,1,3,1.6729462013813203,1.2618519388416538
12,4.01,0.9112800117389515,0.37977968291604547,1,3,1.687492503298553,1.2525996277974154
13,4.01,0.938204493219639,0.3562226637408119,1,3,1.8200470904809922,1.3339489656866954
14,4.01,0.9279236710374302,0.46662649886397733,1,3,1.6422334172963902,1.3169087797601395
15,4.01,0.9275783652284387,0.38619781568344075,1,3,1.6394206549118422,1.3098711168587454
16,4.01,0.9932973818109471,0.5521127037726735,1,3,1.6386649874055448,1.3126889859797901
17,4.01,1.0668936086321672,0.6663159393767898,1,3,1.6293256997455519,1.2858871703055994
18,4.092953278804133,1.0570179055519797,0.6584247768939318,1,3,1.5397503800696395,1.2788434786841698
19,4.175270001780655,1.0138173531060162,0.6223595896762548,1,3,1.5511724568737693,1.2795587613643857
20,4.364597828966718,1.0321742325077166,0.6288301140147722,1,2,1.578692781903793,1.2698513245733296
21,4.364597828966718,1.0450265387003366,0.670194041388107,1,2,1.6010274140552223,1.2548486700894241
22,4.364597828966718,0.95849719721356,0.5466672672871803,1,2,1.6140163098878713,1.271884171426887
23,4.364597828966718,1.0186049562421455,0.5938501307038037,1,2,1.8499490316004172,1.312020235311408
24,5.01,1.1043772821115934,0.7921035369043172,1,2,1.8517669045192067,1.3231311469287539
25,5.01,0.9814974755040993,0.5812416488378649,1,2,1.8657729085579773,1.3051863711686829
26,5.01,1.0416601629602347,0.6650331672058656,1,2,1.671278637399548,1.2643056314990444
27,5.01,1.1224808819596603,0.7988063679453412,1,2,1.6415197313182222,1.2704102561079316
28,5.01,1.0134800428024042,0.649272651981655,1,2,1.6931328001938688,1.2728396599617569
29,5.01,0.9826478775677756,0.5993369940986706,1,2,1.7219889737065321,1.2560401628715505
30,5.01,0.9960309124841668,0.5938093063152693,1,2,1.6655004240882099,1.2850956213754752
31,5.01,1.003618246587539,0.60127198210249,1,2,1.6631467345207795,1.294446984622378
32,5.01,1.000824000721427,0.5882044161108566,1,2,1.6536471586089916,1.270452046741112
33,5.01,1.0149821605913167,0.6376385822754986,1,2,1.669953220582943,1.2752828935227796
34,5.01,1.0131875673766844,0.6041506682584497,1,2,1.7147505097757014,1.23031749091821
35,5.267340977792987,1.045048775904518,0.7819695596245683,1,4,1.5849764574535228,1.2464200280878082
36,5.267340977792987,1.0478766559756327,0.7437008814090542,1,4,1.5691107227804486,1.239607121523099
37,5.267340977792987,1.0349180620593996,0.6946153639055888,1,4,1.5814450754817744,1.2438803103088498
38,5.267340977792987,1.0442004597256205,0.7034037473037699,1,4,1.572850832483861,1.235648149776018
39,5.267340977792987,0.9827320638761354,0.6559320671545564,1,4,1.6097689432551825,1.2518944158128742
40,5.267340977792987,1.0323397056941968,0.6995665921321125,1,4,1.589959225280328,1.2262209396275443
41,5.267340977792987,1.0902421004922251,0.7496265917945863,1,4,1.55968399592253,1.2378832041379073
42,5.267340977792987,1.0241363571022126,0.6932643935695031,1,4,1.5654221325260695,1.2398430799258962
43,5.267340977792987,1.083151240946394,0.7885667268892351,1,4,0.8846696362286562,0.4715607418721597
44,5.267340977792987,0.9788175716056488,0.7037618480507406,1,4,1.2435456475583868,0.7655513840756213
45,5.267340977792987,1.0346689245314487,0.6066651514260128,1,4,1.140668915120855,0.7218386083977179
46,5.267340977792987,0.9740195196270698,0.5949911879180849,1,4,1.2490319865319874,0.7527368527310615
47,5.267340977792987,1.044877066451012,0.677076484553329,1,4,1.8610336817653892,1.064442510944377
48,5.267340977792987,0.9801748501372516,0.5599338893239774,1,4,2.1903905903240095,1.1428448758446361
49,5.267340977792987,1.0055312577532027,0.5634445717591774,1,4,2.156060606060606,1.064943242278463
50,5.267340977792987,0.97242412987448,0.5833986462895343,1,4,2.506258850184082,1.1780863820915977
51,5.267340977792987,0.9278705773065835,0.5151717284675185,1,4,2.568067130764453,1.0610887129045905
52,5.267340977792987,0.925710389181521,0.4999986168044846,1,4,2.597519671104575,1.0466650937022444
53,5.267340977792987,0.9357287454967524,0.5007761392549277,1,4,2.598297371031753,1.0301591089589244
54,5.267340977792987,0.9858465210198999,0.5364514114887788,1,4,2.5520075393861843,1.0487132023373589
55,5.267340977792987,0.945266883870042,0.5278777366270193,1,4,2.613031996219375,1.0431711820409917
56,5.267340977792987,0.9381652876068441,0.5070458595825379,1,4,2.6138191974037137,1.0771363614921197
57,5.267340977792987,0.9149252709548338,0.4749279885164908,1,4,2.4534179964120364,1.0181245002044719
58,5.267340977792987,0.9225221199326087,0.4890113675629352,1,4,2.541769643637271,1.0064353938031938
59,5.267340977792987,0.9199415468121502,0.4778560701359465,1,4,2.4898944508308083,1.0086395045982184
60,5.267340977792987,0.9090903244338309,0.4782645150466064,1,4,2.4675514682829958,1.0117581283390726
61,5.267340977792987,0.9190337407047654,0.47857743114130014,1,4,2.5441325427706647,0.9939780541232467
62,5.267340977792987,0.8853380908309585,0.4483826830984094,1,4,2.4538538697075225,0.9727955624772159
63,5.267340977792987,0.9495073877635505,0.5536335137373795,1,4,2.450097666561064,0.973384514829914
64,5.267340977792987,0.9102060957251318,0.47727255565920346,1,4,2.6574672568518163,1.0684965316227863
65,5.267340977792987,0.918532852508455,0.47098756095034955,1,4,2.635844651952457,1.0601974678697277
66,5.267340977792987,0.9291217638745574,0.4769176373282339,1,4,2.6479297403715987,1.054487983044403
67,5.267340977792987,0.9209588652976539,0.4950676245594743,1,4,2.653230417381365,1.069278622045588
68,5.267340977792987,0.9527142186016953,0.5148012551928697,1,4,2.6635465163767074,1.0710436216001438
69,5.267340977792987,0.9053707733777313,0.44990450328349446,1,4,2.6654251408968412,1.070617515368514
70,5.267340977792987,0.9120004960781949,0.47182986767750185,1,4,2.67925022695387,1.063291304652147
71,5.267340977792987,0.9488297909586776,0.5029008041619298,1,4,2.6949083430840655,1.0643218991521508
72,5.267340977792987,0.9536279695065736,0.5758599671662739,1,4,2.6905060181773406,1.0638508300442746
73,5.267340977792987,0.9418769436338388,0.5246835184441222,1,4,2.725408981973524,1.087821476989743
74,5.267340977792987,0.9336175039179847,0.47522946865358356,1,4,2.689913514639974,1.1051173608832927
75,5.267340977792987,0.9204477698618767,0.5130492395968234,1,4,2.6968247161643277,1.1141459817831996
76,5.267340977792987,0.9650645228649318,0.5816831367731715,1,4,2.7081002021061327,1.10252994376706
77,5.267340977792987,0.9346606824895713,0.5088439957363701,1,4,2.670814471698752,1.0830299346966485
78,5.267340977792987,0.9341764537515032,0.488961417125953,1,4,2.679832964873467,1.091800424473267
79,5.267340977792987,0.9477278128587158,0.5058383196567393,1,4,2.6976793248944904,1.1104996782784529
80,5.267340977792987,0.9653817447894839,0.5345626585428627,1,4,2.678666175386858,1.1135473396747992
81,5.267340977792987,0.968535739636332,0.5493192619835108,1,4,2.6919575561807343,1.10916110223722
82,5.267340977792987,0.9654429314336651,0.5150630318346866,1,4,2.6925623749868164,1.107749092860055
83,5.267340977792987,0.9609491062484888,0.5285810884108705,1,4,2.6741727199354095,1.1039832975986208
84,5.267340977792987,0.937448386257667,0.4915505679414566,1,4,2.696513668105392,1.107780269569762
85,5.267340977792987,0.9341490819899129,0.5035469307118797,1,4,2.698370740701321,1.0956803726123119
86,5.267340977792987,0.945219902970659,0.5150520714833404,1,4,2.6886613795603953,1.0889348865679331
87,5.267340977792987,0.9278861870553379,0.4837325466503115,1,4,2.7064594734405856,1.1152099408029053
88,5.267340977792987,0.933578625782725,0.4850018719531178,1,4,2.6883806497757785,1.118896289473092
89,5.267340977792987,0.9511803040506841,0.5104648574844496,1,4,2.6962449451184143,1.1032299247547648
90,5.267340977792987,0.9542453709683452,0.5133792886283525,1,4,2.4759857678997825,1.1235508484022856
91,5.267340977792987,0.9903125940505766,0.555207857731442,1,4,2.4792903924754937,1.1334783596441271
92,5.267340977792987,0.9955017351309989,0.5565739452518408,1,4,2.476777794024472,1.130437743299827
93,5.267340977792987,0.9241183508870091,0.49173637955870486,1,4,2.4643918560331843,1.139484763815112
94,5.267340977792987,0.9908758186960526,0.5429958305821998,1,4,2.3591718692618593,1.2506460929899983
95,5.267340977792987,0.931807059033058,0.5171294392812232,1,4,2.3088481888482,1.2553312089371853
96,5.267340977792987,0.9712326637203992,0.6248021843743646,1,4,1.8638167388167413,1.3376021465503216
